Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The Product Owner  identifies how the Product could increase its value in the upcoming Sprint and has the Product Backlog prepared","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The entire team participates","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team succeeds and fails as one; no finger-pointing","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","All team members are willing to play any role needed to get things done","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members do not hesitate to take on a task that is not relevant to their functional area","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team Members have a feel for one another's strengths and weaknesses and are not afraid to ask for help","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","There is a lack of shared ownership, timely input, and direct interaction between team members; they work as individuals","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has an identity (i.e., name)","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has a common language they use to describe their work","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members know what each other are working on and use team sync events (Planning, Stand-Up, Backlog Refinement, etc.) to ensure open lines of communication, alignment of efforts, and management of dependencies","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has a collaborative workspace (on-site or remote) and utilizes collaboration tools for communication, sharing, and fun","Emerging",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members are aware of one another's communication style and cater to it to ensure everyone's voice is heard","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team listens to each other’s opinions and considers tradeoffs","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Only focuses on business facing features and not the technology that enables them","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Allocates no time or team capacity for Technical Enablers","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Adds technical stories when needed and relies on the team to educate on the need and flesh out the details","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Is aware of technical enabler work such as infrastructure upgrades, tool/ technical practice adoption","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands and commits to quality; does not push back on the time allocated for quality practices such as pairing, CI/CD, test automation, etc.","Developing",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands the nature of technical debt and it's ramifications; prioritizes it when the team feels strongly it needs to be resolved","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Articulates to stakeholders and customers the importance of technical enablers and the value they generate","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Architecture (UX, Front End, Back-end)  is considered in Backlog Refinement activities","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Reserves capacity for technical stories such as refactoring, technical debt pay down, UX, Security and architecture.","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.600000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Finds opportunities to showcase technical work in Sprint Reviews","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We have a compelling and inspirational vision for the product/project that creates a shared understanding of what we are trying to accomplish","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We are not fully clear on what success looks like and therefore struggle to generate ideas to achieve it","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","Planning Events such as Multi-Sprint Planning (i.e., Release Planning or Quarterly Planning or PI Planning), Backlog Refinement, and Iteration Planning consider the short, mid, and long-term goals of the product/project","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We use Design Thinking techniques (examples could be customer journeys and personas) to empathize with the customer and generate ideas","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We are aware of the long and short-term success criteria of the product/project, including measures and value realization goals for transformational programs (Unum Enterprise Transformation Goals ETG)","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We can articulate the connection point between their product/project and higher-level business strategy and objectives","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We focus on achieving the product/project's goals and are empowered to negotiate and review the scope to achieve them","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Vision & Ideation @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation; Responsiveness",N,N,"","We regularly dedicate time to Exploration and Design (i.e., customer feedback, spikes, etc.)  to explore potential solutions and understand customer problems","Developing",4,80.00
